Job Title,Experience Level,Location,Key Technologies,Job Description
Site Reliability Engineer,Mid,Yogyakarta,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Mobile DevOps Engineer,Entry,Jakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
DevSecOps Engineer,Entry,Bandung,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Cloud Security Engineer,Senior,Remote,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Robotics Software Engineer,Entry,Bali,"ROS, Gazebo, C++, Python, SLAM",Mendesain perangkat lunak untuk robot cerdas dan sistem otonom.
Bioinformatics Engineer,Mid,Remote,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
DevSecOps Engineer,Senior,Remote,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Edge Computing Specialist,Entry,Bandung,"NVIDIA Jetson, Edge TPU, Real-time Processing",Mengembangkan sistem komputasi di edge untuk mengurangi latensi data.
Smart Contract Developer,Senior,Bandung,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
IoT Solutions Architect,Mid,Surabaya,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
IoT Solutions Architect,Mid,Remote,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Quantum Computing Engineer,Mid,Bali,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Platform Reliability Engineer,Senior,Yogyakarta,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
Data Privacy Analyst,Entry,Bali,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Data Privacy Analyst,Senior,Jakarta,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Data Privacy Analyst,Senior,Remote,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
AI Research Scientist,Entry,Yogyakarta,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Site Reliability Engineer,Senior,Jakarta,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Mobile DevOps Engineer,Senior,Jakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
DevSecOps Engineer,Entry,Surabaya,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Smart Contract Developer,Mid,Yogyakarta,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
DevSecOps Engineer,Mid,Surabaya,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
DevSecOps Engineer,Mid,Bali,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Mobile DevOps Engineer,Senior,Yogyakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
Mobile DevOps Engineer,Senior,Yogyakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
AI Research Scientist,Mid,Bandung,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Smart Contract Developer,Mid,Surabaya,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Platform Reliability Engineer,Entry,Bali,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
Smart Contract Developer,Mid,Bandung,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Quantum Computing Engineer,Entry,Bali,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
AI Research Scientist,Mid,Surabaya,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
AR/VR Developer,Entry,Surabaya,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Cloud Security Engineer,Mid,Bandung,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Edge Computing Specialist,Entry,Jakarta,"NVIDIA Jetson, Edge TPU, Real-time Processing",Mengembangkan sistem komputasi di edge untuk mengurangi latensi data.
Data Privacy Analyst,Mid,Jakarta,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Data Privacy Analyst,Senior,Bali,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
IoT Solutions Architect,Senior,Bali,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Mobile DevOps Engineer,Mid,Yogyakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
AI Research Scientist,Mid,Bandung,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Site Reliability Engineer,Senior,Bali,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Mobile DevOps Engineer,Entry,Remote,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
AI Research Scientist,Entry,Remote,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
IoT Solutions Architect,Senior,Surabaya,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Site Reliability Engineer,Senior,Bandung,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Quantum Computing Engineer,Senior,Yogyakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Smart Contract Developer,Mid,Jakarta,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Smart Contract Developer,Entry,Yogyakarta,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Embedded Systems Developer,Senior,Yogyakarta,"C, C++, ARM, STM32, Keil, RTOS",Mengembangkan perangkat lunak low-level untuk embedded hardware.
DevSecOps Engineer,Senior,Bandung,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Mobile DevOps Engineer,Entry,Surabaya,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
DevSecOps Engineer,Mid,Bandung,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Cloud Security Engineer,Senior,Bandung,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
AR/VR Developer,Entry,Bandung,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Robotics Software Engineer,Entry,Bandung,"ROS, Gazebo, C++, Python, SLAM",Mendesain perangkat lunak untuk robot cerdas dan sistem otonom.
Cloud Security Engineer,Entry,Remote,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Data Privacy Analyst,Senior,Bandung,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
AR/VR Developer,Senior,Remote,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Cloud Security Engineer,Mid,Yogyakarta,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Bioinformatics Engineer,Senior,Surabaya,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
Mobile DevOps Engineer,Mid,Remote,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
IoT Solutions Architect,Entry,Bali,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Embedded Systems Developer,Senior,Yogyakarta,"C, C++, ARM, STM32, Keil, RTOS",Mengembangkan perangkat lunak low-level untuk embedded hardware.
Data Privacy Analyst,Mid,Bali,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Bioinformatics Engineer,Senior,Surabaya,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
AI Research Scientist,Entry,Jakarta,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Data Privacy Analyst,Mid,Jakarta,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Mobile DevOps Engineer,Entry,Remote,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
Robotics Software Engineer,Senior,Bandung,"ROS, Gazebo, C++, Python, SLAM",Mendesain perangkat lunak untuk robot cerdas dan sistem otonom.
Cloud Security Engineer,Senior,Remote,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Data Privacy Analyst,Mid,Yogyakarta,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
Quantum Computing Engineer,Mid,Jakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Edge Computing Specialist,Entry,Remote,"NVIDIA Jetson, Edge TPU, Real-time Processing",Mengembangkan sistem komputasi di edge untuk mengurangi latensi data.
IoT Solutions Architect,Senior,Bali,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Edge Computing Specialist,Entry,Jakarta,"NVIDIA Jetson, Edge TPU, Real-time Processing",Mengembangkan sistem komputasi di edge untuk mengurangi latensi data.
Smart Contract Developer,Mid,Surabaya,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
DevSecOps Engineer,Senior,Yogyakarta,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Mobile DevOps Engineer,Senior,Surabaya,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
IoT Solutions Architect,Mid,Remote,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Quantum Computing Engineer,Entry,Yogyakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
AR/VR Developer,Senior,Bali,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Quantum Computing Engineer,Senior,Jakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
AI Research Scientist,Mid,Bandung,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
DevSecOps Engineer,Entry,Jakarta,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Platform Reliability Engineer,Senior,Bali,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
IoT Solutions Architect,Senior,Bandung,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Quantum Computing Engineer,Senior,Surabaya,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Cloud Security Engineer,Mid,Jakarta,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Quantum Computing Engineer,Senior,Jakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Platform Reliability Engineer,Mid,Bali,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
AR/VR Developer,Senior,Yogyakarta,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Bioinformatics Engineer,Senior,Remote,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
DevSecOps Engineer,Entry,Surabaya,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
AI Research Scientist,Entry,Surabaya,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Bioinformatics Engineer,Mid,Bali,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
Smart Contract Developer,Senior,Yogyakarta,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Embedded Systems Developer,Senior,Remote,"C, C++, ARM, STM32, Keil, RTOS",Mengembangkan perangkat lunak low-level untuk embedded hardware.
Platform Reliability Engineer,Entry,Bali,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
Site Reliability Engineer,Entry,Bali,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Site Reliability Engineer,Entry,Bandung,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Quantum Computing Engineer,Mid,Bandung,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Mobile DevOps Engineer,Mid,Yogyakarta,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
DevSecOps Engineer,Entry,Bandung,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
AI Research Scientist,Entry,Remote,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
DevSecOps Engineer,Senior,Surabaya,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
Quantum Computing Engineer,Entry,Yogyakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Robotics Software Engineer,Entry,Bandung,"ROS, Gazebo, C++, Python, SLAM",Mendesain perangkat lunak untuk robot cerdas dan sistem otonom.
AR/VR Developer,Senior,Bandung,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Mobile DevOps Engineer,Mid,Remote,"Fastlane, Firebase, Bitrise, Android Studio, Xcode",Mengelola dan mengotomatiskan release pipeline untuk aplikasi mobile.
Embedded Systems Developer,Entry,Jakarta,"C, C++, ARM, STM32, Keil, RTOS",Mengembangkan perangkat lunak low-level untuk embedded hardware.
Site Reliability Engineer,Senior,Remote,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Cloud Security Engineer,Senior,Yogyakarta,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
AI Research Scientist,Mid,Bali,"TensorFlow, PyTorch, NLP, Deep Learning, ML Research",Melakukan riset mendalam dalam bidang AI untuk mengembangkan model dan algoritma baru.
Cloud Security Engineer,Senior,Yogyakarta,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Platform Reliability Engineer,Senior,Bali,"Datadog, Terraform, PagerDuty, AWS Lambda",Menjamin keandalan platform dengan monitoring dan fault tolerance.
Bioinformatics Engineer,Entry,Bali,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
IoT Solutions Architect,Entry,Jakarta,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
Bioinformatics Engineer,Mid,Jakarta,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
Bioinformatics Engineer,Mid,Remote,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
Cloud Security Engineer,Senior,Bali,"AWS, GCP, Azure, Terraform, Kubernetes, IAM",Bertanggung jawab atas keamanan infrastruktur cloud dan otomasi kebijakan keamanan.
Quantum Computing Engineer,Senior,Yogyakarta,"Qiskit, Cirq, IBM Q, Quantum Algorithms",Mengembangkan algoritma kuantum dan simulasi pada sistem eksperimental.
Bioinformatics Engineer,Senior,Bali,"Python, R, Bioconductor, Genomic Data, NGS",Menganalisis dan memproses data biologis menggunakan algoritma komputasional.
Embedded Systems Developer,Senior,Yogyakarta,"C, C++, ARM, STM32, Keil, RTOS",Mengembangkan perangkat lunak low-level untuk embedded hardware.
DevSecOps Engineer,Mid,Surabaya,"Snyk, GitHub Actions, OWASP, Docker, Jenkins",Mengintegrasikan keamanan ke dalam pipeline DevOps untuk CI/CD yang aman.
AR/VR Developer,Entry,Remote,"Unity, Unreal Engine, C#, ARKit, WebXR",Membuat pengalaman imersif dengan teknologi AR dan VR untuk berbagai platform.
Smart Contract Developer,Senior,Surabaya,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Site Reliability Engineer,Entry,Bandung,"Prometheus, Grafana, Kubernetes, Linux, CI/CD",Menjaga ketersediaan dan keandalan sistem produksi berskala besar.
Smart Contract Developer,Mid,Remote,"Solidity, Ethereum, Truffle, Remix, Web3.js",Membangun kontrak pintar untuk aplikasi blockchain terdesentralisasi.
Data Privacy Analyst,Senior,Yogyakarta,"GDPR, HIPAA, Data Masking, Compliance Tools",Memastikan data pengguna sesuai regulasi dan kebijakan privasi global.
IoT Solutions Architect,Entry,Surabaya,"MQTT, Zigbee, AWS IoT, Azure IoT Hub, EdgeX",Merancang dan mengimplementasikan solusi IoT pada perangkat terdistribusi.
